kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
9027841,K04266.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.503999678,1.45E-07,-1.45E-07,131.631544,2.35E-04,-2.35E-04,0.962,0.103,-0.013,0.5421,0.0211,-0.0211,9.76E+02,6.90E+00,-6.90E+00,2.97,1.70E-01,-1.90E-01,1605,,,1566.41,405.93,-353.5,96.8,1,q1_q17_dr25_tce,4898,146,-146,4.686,0.054,-0.027,0.568,0.033,-0.037,293.95221,45.31826,15.498
8953414,K04332.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,2.66588544,3.26E-05,-3.26E-05,131.6037,1.08E-02,-1.08E-02,0.276,0.169,-0.276,5.004,0.289,-0.289,1.67E+02,1.13E+01,-1.13E+01,0.98,9.00E-02,-1.00E-01,1041,,,278.03,103.14,-84.17,17.2,1,q1_q17_dr25_tce,4965,176,-176,4.536,0.078,-0.054,0.771,0.071,-0.079,291.98572,45.211441,15.382
2576962,K04333.01,,CANDIDATE,CANDIDATE,,0,0,0,0,309.25581,1.50E-02,-1.50E-02,136.2248,2.24E-02,-2.24E-02,0.2875,0.1631,-0.2875,10.72,1,-1,4.21E+02,4.56E+01,-4.56E+01,2.18,1.04E+00,-2.30E-01,287,,,1.61,2.24,-0.48,9.9,,,6060,148,-196,4.419,0.063,-0.305,1.057,0.502,-0.11,291.7005,37.843731,14.205
10140274,K04334.01,,CANDIDATE,CANDIDATE,0.754,0,0,0,0,2.44232399,1.04E-05,-1.04E-05,133.53724,3.62E-03,-3.62E-03,0.303,0.158,-0.303,1.921,0.133,-0.133,2.29E+02,1.85E+01,-1.85E+01,1.1,8.00E-02,-1.10E-01,1029,,,264.82,80.33,-75.12,14.1,1,q1_q17_dr25_tce,4849,146,-146,4.561,0.061,-0.039,0.738,0.056,-0.074,291.51819,47.139301,15.849
10730070,K04335.01,Kepler-1590 b,CONFIRMED,CANDIDATE,0.994,0,0,0,0,7.61758198,5.45E-05,-5.45E-05,137.50008,5.69E-03,-5.69E-03,0.234,0.226,-0.234,3.545,0.173,-0.173,8.54E+01,7.30E+00,-7.30E+00,1,3.20E-01,-1.40E-01,1020,,,255.32,238.4,-88.91,13.4,1,q1_q17_dr25_tce,6202,166,-203,4.401,0.072,-0.217,1.072,0.342,-0.147,291.40781,48.017891,14.11
4458109,K04336.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,41.477908,2.99E-03,-2.99E-03,144.9193,3.32E-02,-3.32E-02,0.5122,0.0688,-0.4176,10.45,1.2,-1.2,2.99E+01,4.10E+00,-4.10E+00,1.09,3.80E-01,-3.80E-01,849,,,122.73,124.24,-76.63,9.6,,,6935,173,-218,3.95,0.307,-0.178,1.918,0.672,-0.665,289.75626,39.57645,10.83
8345384,K04399.01,,CANDIDATE,CANDIDATE,0.958,0,0,0,0,42.1003351,1.39E-04,-1.39E-04,143.02827,2.78E-03,-2.78E-03,0.88,0.063,-0.622,1.0834,0.0991,-0.0991,2.14E+02,1.93E+01,-1.93E+01,1.42,1.60E-01,-7.00E-02,466,,,11.17,3.66,-1.92,13.9,1,q1_q17_dr25_tce,5595,100,-122,4.57,0.016,-0.093,0.82,0.092,-0.04,282.12888,44.303162,11.965
2831055,K04400.01,Kepler-1601 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,2.20923119,1.47E-05,-1.47E-05,131.90288,5.15E-03,-5.15E-03,0.11,0.356,-0.11,2.392,0.168,-0.168,5.98E+01,4.90E+00,-4.90E+00,0.84,2.60E-01,-1.10E-01,1507,,,1217.79,1081.31,-429.48,14.3,1,q1_q17_dr25_tce,5991,163,-199,4.375,0.105,-0.195,1.092,0.33,-0.152,285.51294,38.079739,13.764
11044826,K04401.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,260.54832,3.29E-02,-3.29E-02,218.5525,6.93E-02,-6.93E-02,0.378,0.0913,-0.378,15.52,2.1,-2.1,1.62E+02,2.05E+01,-2.05E+01,1.35,6.30E-01,-1.30E-01,318,,,2.43,3.34,-0.69,10.2,,,6412,153,-210,4.44,0.051,-0.311,1.04,0.49,-0.099,298.00357,48.56424,13.533
6681687,K04402.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,370.47678,4.52E-02,-4.52E-02,307.4992,4.08E-02,-4.08E-02,0.5386,0.3842,-0.3177,15.69,2.2,-2.2,6.56E+02,8.12E+01,-8.12E+01,2.37,9.40E-01,-1.90E-01,252,,,0.96,1.12,-0.24,11.8,,,6050,163,-179,4.525,0.034,-0.291,0.896,0.357,-0.072,288.79703,42.1689,15.359
7703882,K04403.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,5.88350251,6.53E-05,-6.53E-05,136.9451,1.10E-02,-1.10E-02,0.362,0.101,-0.362,2.556,0.222,-0.222,2.18E+02,2.22E+01,-2.22E+01,1.27,3.70E-01,-1.20E-01,949,,,192.09,172.54,-52.09,11.9,1,q1_q17_dr25_tce,5840,174,-174,4.553,0.036,-0.204,0.849,0.254,-0.079,298.00293,43.35461,15.741
8179190,K04196.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,0.662457501,2.51E-06,-2.51E-06,131.90556,3.28E-03,-3.28E-03,1.024,0.072,-0.781,1.527,0.134,-0.134,6.41E+01,6.20E+00,-6.20E+00,8.3,1.58E+00,-2.70E+00,3295,,,27795.08,16045.17,-16478.14,13.5,2,q1_q17_dr25_tce,6425,176,-176,3.862,0.3,-0.1,2.16,0.41,-0.703,296.2478,44.07679,12.721
9777724,K04197.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,1.33258458,1.54E-05,-1.54E-05,132.03624,8.96E-03,-8.96E-03,0.422,0.054,-0.422,3.222,0.316,-0.316,1.27E+02,1.15E+01,-1.15E+01,1.25,3.80E-01,-1.60E-01,1868,,,2873.72,2539.23,-1030.89,14.4,1,q1_q17_dr25_tce,6384,175,-263,4.419,0.068,-0.189,1.086,0.326,-0.14,294.7005,46.573132,15.865
9072639,K04198.01,,CANDIDATE,CANDIDATE,0.089,0,0,0,0,1.182862515,7.26E-06,-7.26E-06,131.97137,4.97E-03,-4.97E-03,0.284,0.178,-0.284,2.928,0.136,-0.136,2.23E+01,1.60E+00,-1.60E+00,1.26,1.70E-01,-4.30E-01,2800,,,14544.87,5755.74,-8677.73,16.5,1,q1_q17_dr25_tce,6017,120,-120,3.699,0.248,-0.078,2.639,0.358,-0.894,283.85291,45.48526,12.638
5340878,K04199.01,Kepler-1566 b,CONFIRMED,CANDIDATE,0.146,0,0,0,0,0.539915033,1.51E-06,-1.51E-06,131.55207,2.41E-03,-2.41E-03,0.291,0.183,-0.291,1.1466,0.073,-0.073,9.70E+01,6.30E+00,-6.30E+00,0.82,4.00E-02,-6.00E-02,1871,,,2901.68,530.1,-546.8,17.6,1,q1_q17_dr25_tce,5102,84,-76,4.502,0.07,-0.035,0.837,0.044,-0.06,283.58762,40.574928,14.311
10273903,K04200.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,372.54353,2.41E-02,-2.41E-02,137.9147,2.76E-02,-2.76E-02,1.7826,0.1908,-0.5026,21.83,2.4,-2.4,1.11E+03,1.01E+02,-1.01E+02,74.14,2.32E+01,-5.68E+00,226,,,0.62,0.56,-0.15,11.9,,,5561,154,-147,4.557,0.027,-0.216,0.836,0.262,-0.064,291.79666,47.385929,15.662
7450747,K04267.01,,CANDIDATE,CANDIDATE,0.951,0,0,0,0,2.20829637,1.80E-05,-1.80E-05,131.63091,5.89E-03,-5.89E-03,0.205,0.244,-0.205,2.841,0.222,-0.222,8.79E+01,8.30E+00,-8.30E+00,1.36,2.40E-01,-2.50E-01,1709,,,2016.25,908.25,-762.52,12,1,q1_q17_dr25_tce,6028,81,-81,4.189,0.149,-0.122,1.454,0.251,-0.276,293.5423,43.0261,15.201
7826620,K04268.01,Kepler-1579 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,0.849906734,3.91E-06,-3.91E-06,131.6741,3.51E-03,-3.51E-03,0.64,0.31,-0.427,1.141,0.115,-0.115,1.24E+02,1.31E+01,-1.31E+01,0.59,5.00E-02,-6.00E-02,1139,,,396.64,114.92,-119.56,12,1,q1_q17_dr25_tce,4296,115,-140,4.733,0.066,-0.033,0.505,0.039,-0.054,293.28802,43.514992,15.22
8890924,K04269.01,,CANDIDATE,CANDIDATE,0.998,0,0,0,0,26.6565737,2.05E-04,-2.05E-04,131.59433,6.85E-03,-6.85E-03,0.686,0.242,-0.48,4.954,0.173,-0.173,1.63E+02,9.40E+00,-9.40E+00,4.15,1.28E+00,-2.98E+00,903,,,157.45,149.44,-146.41,18.8,1,q1_q17_dr25_tce,5159,171,-155,3.604,0.863,-0.23,3.062,0.943,-2.2,293.79684,45.160728,13.263
8890924,K04269.02,,CANDIDATE,CANDIDATE,0.125,0,0,0,0,4.4408541,1.10E-04,-1.10E-04,135.2744,1.66E-02,-1.66E-02,0.005,0.458,-0.005,8.083,0.717,-0.717,3.39E+01,3.70E+00,-3.70E+00,1.74,5.30E-01,-1.25E+00,1642,,,1719.2,1631.74,-1598.6,12,2,q1_q17_dr25_tce,5159,171,-155,3.604,0.863,-0.23,3.062,0.943,-2.2,293.79684,45.160728,13.263
8483241,K04270.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,373.72257,2.12E-02,-2.12E-02,178.1825,2.89E-02,-2.89E-02,1.5922,0.0098,-0.6331,14.21,1.8,-1.8,4.71E+02,5.76E+01,-5.76E+01,67.13,2.94E+01,-6.60E+00,262,,,1.11,1.45,-0.32,9.6,,,6004,162,-202,4.45,0.054,-0.298,1.008,0.442,-0.099,286.53278,44.554569,14.808
8573193,K04337.01,Kepler-1591 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,8.18504859,8.35E-05,-8.35E-05,134.554,1.04E-02,-1.04E-02,0.601,0.369,-0.387,4.673,0.349,-0.349,9.76E+01,9.50E+00,-9.50E+00,0.93,2.40E-01,-8.00E-02,892,,,149.41,111.61,-40.49,12.5,1,q1_q17_dr25_tce,5984,149,-179,4.521,0.044,-0.187,0.906,0.234,-0.084,296.51666,44.608608,14.686
9240664,K04338.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,10.78438513,3.42E-05,-3.42E-05,141.40685,2.74E-03,-2.74E-03,1.18,6.83,-0.363,1.408,0.164,-0.164,2.34E+02,1.93E+01,-1.93E+01,75.04,2.21E+01,-5.16E+01,1397,,,900.7,834.63,-824.37,15.6,1,q1_q17_dr25_tce,5575,198,-198,3.516,0.832,-0.208,3.515,1.035,-2.415,299.20667,45.64547,13.638
7673841,K02585.02,Kepler-392 c,CONFIRMED,CANDIDATE,1,0,0,0,0,10.42317343,8.78E-05,-8.78E-05,135.15208,6.74E-03,-6.74E-03,0.811,0.175,-0.591,2.341,0.214,-0.214,7.12E+01,7.50E+00,-7.50E+00,1.07,1.50E-01,-1.90E-01,901,,,155.7,65.35,-57.87,11.2,2,q1_q17_dr25_tce,5767,115,-104,4.287,0.162,-0.108,1.135,0.165,-0.202,288.66077,43.36808,13.455
7281411,K04339.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1,0.566804221,4.28E-06,-4.28E-06,131.82656,9.22E-03,-9.22E-03,0.536,0.049,-0.469,4.639,0.432,-0.432,1.66E+02,1.01E+01,-1.01E+01,0.85,7.00E-02,-7.00E-02,1737,,,2149.42,804.75,-568.61,31,1,q1_q17_dr25_tce,5277,202,-183,4.625,0.066,-0.048,0.64,0.056,-0.051,291.58682,42.827621,15.776
6528141,K04340.01,,FALSE POSITIVE,FALSE POSITIVE,0.006,0,0,1,0,2.022658,2.38E-05,-2.38E-05,131.838,1.45E-02,-1.45E-02,0.419,0.052,-0.419,3.343,0.603,-0.603,1.36E+02,1.18E+01,-1.18E+01,1.15,3.50E-01,-1.20E-01,1482,,,1139.1,1070.66,-355.15,17.4,1,q1_q17_dr25_tce,6091,189,-232,4.487,0.052,-0.208,0.967,0.3,-0.1,293.6228,41.966492,15.572
8106112,K04404.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,316.57747,4.57E-02,-4.57E-02,236.5015,8.02E-02,-8.02E-02,0.2569,0.2395,-0.2567,14.64,3.2,-3.2,2.69E+02,7.63E+01,-7.63E+01,1.47,5.90E-01,-1.10E-01,255,,,1.01,1.18,-0.25,10.2,,,5822,160,-176,4.529,0.03,-0.287,0.898,0.356,-0.07,294.73132,43.989361,15.246
4054784,K07679.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,1.8679943,1.02E-05,-1.02E-05,133.22986,5.05E-03,-5.05E-03,0.173,0.294,-0.173,1.087,0.169,-0.169,7.34E+01,1.14E+01,-1.14E+01,0.7,1.40E-01,-7.00E-02,1291,,,658.77,421.7,-171.57,10,1,q1_q17_dr25_tce,5487,147,-147,4.568,0.038,-0.152,0.815,0.175,-0.075,290.88486,39.115921,14.185
10745365,K04405.01,,CANDIDATE,CANDIDATE,0.694,0,0,0,0,8.9172863,2.23E-04,-2.23E-04,139.6051,2.34E-02,-2.34E-02,0.062,0.381,-0.062,4.468,0.676,-0.676,1.96E+02,3.44E+01,-3.44E+01,1.39,4.50E-01,-1.50E-01,931,,,177.84,170.85,-55.41,7.2,1,q1_q17_dr25_tce,6210,175,-219,4.467,0.054,-0.216,0.986,0.32,-0.107,296.896,48.04726,14.671
5563937,K04406.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,0.519437968,1.76E-06,-1.76E-06,131.78909,3.26E-03,-3.26E-03,1.172,0.951,-0.167,2.129,0.136,-0.136,2.26E+02,1.11E+01,-1.11E+01,20.48,6.59E+00,-2.20E+00,2402,,,7822.62,7639.63,-2563.25,25.4,1,q1_q17_dr25_tce,6181,193,-257,4.464,0.054,-0.216,1.006,0.324,-0.108,299.08536,40.774529,15.421
8396660,K04407.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,1.33807075,1.07E-05,-1.07E-05,132.34756,6.76E-03,-6.76E-03,0.003,0.458,-0.003,1.425,0.211,-0.211,2.02E+01,2.70E+00,-2.70E+00,0.6,9.00E-02,-7.00E-02,2008,,,3844.97,1757,-1030.4,8.5,1,q1_q17_dr25_tce,6355,115,-127,4.299,0.063,-0.117,1.319,0.217,-0.144,301.15656,44.379532,11.179
10736179,K04408.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1,1.105095798,7.62E-06,-7.62E-06,132.55178,5.52E-03,-5.52E-03,0.295,0.169,-0.295,2.624,0.154,-0.154,1.42E+02,9.50E+00,-9.50E+00,0.89,1.40E-01,-7.00E-02,1445,,,1025.9,533.93,-250.22,17.4,1,q1_q17_dr25_tce,5296,159,-159,4.604,0.032,-0.097,0.752,0.122,-0.057,293.82782,48.054241,15.815
6119921,K04201.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,245.01902,1.68E-02,-1.68E-02,268.1105,4.55E-02,-4.55E-02,0.3471,0.1352,-0.347,8.56,1.9,-1.9,3.76E+02,6.06E+01,-6.06E+01,1.98,8.90E-01,-1.90E-01,310,,,2.17,2.88,-0.62,10.1,,,6167,159,-205,4.451,0.051,-0.304,1.01,0.454,-0.097,290.62659,41.490959,14.881
5084171,K04202.01,Kepler-1567 b,CONFIRMED,CANDIDATE,0.949,0,0,0,0,153.979362,1.73E-03,-1.73E-03,165.491,1.11E-02,-1.11E-02,0.036,0.401,-0.036,9.028,0.277,-0.277,7.93E+02,5.55E+01,-5.55E+01,2.53,7.70E-01,-2.50E-01,330,,,2.82,2.51,-0.8,16.1,1,q1_q17_dr25_tce,5858,159,-176,4.502,0.052,-0.195,0.903,0.274,-0.091,286.69522,40.291809,15.672
4141587,K07684.01,,FALSE POSITIVE,FALSE POSITIVE,0.087,1,0,0,0,10.2239787,2.19E-04,-2.19E-04,135.4415,1.28E-02,-1.28E-02,0.439,0.082,-0.412,1.814,0.545,-0.545,2.14E+02,5.45E+01,-5.45E+01,24.43,2.54E+00,-6.34E+00,2364,,,7383.41,2148.29,-3752.33,6.5,1,q1_q17_dr25_tce,4673,68,-125,2.412,0.03,-0.027,16.823,1.747,-4.368,286.77161,39.266941,13.188
11968463,K02433.03,Kepler-385 d,CONFIRMED,CANDIDATE,0.917,0,0,0,0,56.4148314,9.05E-04,-9.05E-04,163.128,1.18E-02,-1.18E-02,0.908,0.037,-0.7,8.075,0.251,-0.251,4.80E+02,3.06E+01,-3.06E+01,2.9,1.01E+00,-3.40E-01,535,,,19.37,19.91,-6.58,16.4,3,q1_q17_dr25_tce,6325,174,-261,4.409,0.058,-0.218,1.112,0.388,-0.129,294.33847,50.33654,15.212
3834317,K04203.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,2.18079098,1.13E-05,-1.13E-05,132.39262,5.32E-03,-5.32E-03,0.74,0.349,-0.251,12.13,4.6,-4.6,8.32E+01,1.05E+01,-1.05E+01,3.29,3.20E-01,-1.30E+00,2767,,,13876.96,5405.39,-9734.43,69.3,1,q1_q17_dr25_tce,6911,247,-340,3.661,0.323,-0.057,3.339,0.33,-1.321,286.04739,38.979851,10.008
10593535,K04204.01,Kepler-1568 b,CONFIRMED,CANDIDATE,0.974,0,0,0,0,20.9254083,2.61E-04,-2.61E-04,134.8986,1.04E-02,-1.04E-02,0.201,0.24,-0.201,6.783,0.253,-0.253,1.09E+02,8.10E+00,-8.10E+00,1.26,2.00E-01,-2.00E-01,729,,,66.95,29.87,-23.43,15.5,1,q1_q17_dr25_tce,5821,105,-117,4.283,0.137,-0.112,1.21,0.194,-0.194,289.18265,47.873379,13.966
5959719,K02498.02,Kepler-390 A c,CONFIRMED,CANDIDATE,0.905,0,0,0,0,13.0600399,1.12E-04,-1.12E-04,144.33107,6.42E-03,-6.42E-03,0.495,0.027,-0.449,2.851,0.248,-0.248,1.07E+02,9.70E+00,-9.70E+00,0.8,6.00E-02,-4.00E-02,630,,,37.3,8.34,-6.35,12.5,2,q1_q17_dr25_tce,5168,102,-102,4.566,0.036,-0.048,0.769,0.049,-0.04,291.62878,41.208599,13.942
5992210,K04271.01,,FALSE POSITIVE,FALSE POSITIVE,0.012,0,0,1,0,0.641069613,3.92E-06,-3.92E-06,132.14101,4.99E-03,-4.99E-03,0.061,0.391,-0.061,1.033,0.143,-0.143,7.86E+01,8.40E+00,-8.40E+00,0.86,2.60E-01,-1.10E-01,2196,,,5512.38,5127.56,-1955.64,10.5,1,q1_q17_dr25_tce,6077,191,-234,4.451,0.084,-0.196,0.961,0.294,-0.126,299.60825,41.268341,14.098
4284980,K07690.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,2.2430415,4.87E-05,-4.87E-05,133.4408,1.85E-02,-1.85E-02,0.147,0.313,-0.147,3.63,0.73,-0.73,1.01E+02,1.56E+01,-1.56E+01,0.89,2.80E-01,-9.00E-02,1344,,,770.18,720.68,-231.6,8.1,1,q1_q17_dr25_tce,5897,186,-206,4.531,0.037,-0.213,0.891,0.274,-0.091,296.63315,39.327141,15.596
9302543,K04272.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.21475168,5.91E-05,-5.91E-05,131.7581,4.36E-02,-4.36E-02,0.461,0.05,-0.443,6.93,1.2,-1.2,2.66E+02,4.88E+01,-4.88E+01,5.5,7.40E-01,-3.17E+00,3302,,,28091.85,12256.14,-23671.12,7.9,1,q1_q17_dr25_tce,6732,184,-225,3.632,0.567,-0.063,3.276,0.444,-1.885,299.08658,45.776821,11.464
9716028,K04273.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,17.3731821,1.83E-04,-1.83E-04,138.28747,8.53E-03,-8.53E-03,0.227,0.228,-0.227,3.36,0.263,-0.263,7.17E+01,6.30E+00,-6.30E+00,1.31,2.50E-01,-2.50E-01,901,,,155.73,80.66,-62.02,14,1,q1_q17_dr25_tce,6180,111,-136,4.155,0.162,-0.122,1.54,0.291,-0.291,294.20984,46.479969,12.677
6223324,K04274.01,,CANDIDATE,CANDIDATE,0.972,0,0,0,0,1.97507424,1.39E-05,-1.39E-05,132.3567,5.94E-03,-5.94E-03,0.152,0.303,-0.152,2.61,0.175,-0.175,1.31E+02,1.04E+01,-1.04E+01,1.08,3.50E-01,-1.10E-01,1477,,,1122.82,1093.9,-356.17,15,1,q1_q17_dr25_tce,6065,190,-232,4.495,0.052,-0.208,0.947,0.304,-0.101,296.81158,41.51569,15.276
9701962,K04617.01,Kepler-1617 b,CONFIRMED,CANDIDATE,0.896,0,0,0,0,27.4784659,5.18E-04,-5.18E-04,148.6101,1.70E-02,-1.70E-02,0.008,0.444,-0.008,7.5,0.536,-0.536,8.32E+01,7.60E+00,-7.60E+00,1.52,2.50E-01,-4.00E-01,736,,,69.3,30.51,-33.43,12.3,1,q1_q17_dr25_tce,5432,89,-65,3.993,0.21,-0.09,1.707,0.276,-0.449,287.93719,46.418491,13.63
6685646,K04618.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,244.86662,1.52E-02,-1.52E-02,141.9596,4.16E-02,-4.16E-02,0.3872,0.0612,-0.3872,10.56,1.8,-1.8,2.90E+02,4.05E+01,-4.05E+01,1.46,5.60E-01,-1.20E-01,273,,,1.31,1.49,-0.31,9.7,,,5821,157,-153,4.554,0.03,-0.276,0.848,0.327,-0.066,290.04114,42.10574,14.462
4574319,K07697.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,1.30627214,2.88E-05,-2.88E-05,132.0858,1.96E-02,-1.96E-02,0.57,0.399,-0.346,5.144,0.595,-0.595,9.54E+01,1.14E+01,-1.14E+01,0.87,2.10E-01,-8.00E-02,1490,,,1161.23,892.45,-315.79,10.3,1,q1_q17_dr25_tce,5513,180,-180,4.543,0.042,-0.168,0.862,0.213,-0.076,294.99649,39.629921,15.762
7741837,K04619.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,62.366706,1.98E-03,-1.98E-03,142.3899,2.80E-02,-2.80E-02,0.1725,0.3013,-0.1722,4.32,1.3,-1.3,9.54E+01,1.56E+01,-1.56E+01,1.88,8.50E-01,-5.60E-01,698,,,56.09,72.69,-31.92,7.1,,,6749,144,-218,4.031,0.216,-0.261,1.9,0.86,-0.568,287.39777,43.414341,11.208
11137065,K04620.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1,0.933732791,7.52E-06,-7.52E-06,131.53707,6.56E-03,-6.56E-03,0.022,0.444,-0.022,3.056,0.199,-0.199,9.69E+01,8.60E+00,-8.60E+00,0.9,2.70E-01,-1.40E-01,1773,,,2344.56,2123.67,-890.09,13.8,1,q1_q17_dr25_tce,5496,182,-182,4.405,0.167,-0.222,0.927,0.272,-0.146,291.61646,48.775639,14.812
11093335,K04621.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,53.106597,1.29E-03,-1.29E-03,145.2776,1.82E-02,-1.82E-02,0.5182,0.045,-0.4675,2.914,0.614,-0.614,8.24E+01,1.62E+01,-1.62E+01,2.2,6.50E-01,-7.70E-01,860,,,129.19,111.92,-82.81,7.3,,,7217,197,-272,3.893,0.269,-0.169,2.343,0.69,-0.827,296.04196,48.681351,11.159
9394768,K04690.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,360.15417,1.29E-02,-1.29E-02,188.796,2.67E-02,-2.67E-02,0.2583,0.2115,-0.2582,12.806,0.814,-0.814,7.91E+02,6.22E+01,-6.22E+01,2.99,1.48E+00,-2.80E-01,270,,,1.25,1.85,-0.36,11.1,,,6065,152,-212,4.452,0.043,-0.317,1.061,0.525,-0.1,287.25299,45.90934,15.435
9773980,K04691.01,,CANDIDATE,CANDIDATE,0.965,0,0,0,0,3.3879165,2.58E-05,-2.58E-05,133.93645,5.81E-03,-5.81E-03,0.117,0.328,-0.117,1.818,0.173,-0.173,7.86E+01,8.90E+00,-8.90E+00,1.09,1.80E-01,-1.80E-01,1336,,,750.6,323.66,-254.56,10.4,1,q1_q17_dr25_tce,5702,77,-77,4.247,0.162,-0.108,1.245,0.205,-0.205,293.28015,46.560089,14.491
10972902,K04692.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,1,1.42856815,1.12E-05,-1.12E-05,132.81461,6.24E-03,-6.24E-03,0.3097,0.1398,-0.3097,2.132,0.22,-0.22,5.95E+01,6.40E+00,-6.40E+00,0.64,2.90E-01,-5.00E-02,1547,,,1352.91,1775.25,-324.89,11.8,1,q1_q17_dr24_tce,5979,159,-162,4.557,0.034,-0.308,0.822,0.364,-0.065,290.44476,48.462891,14.766
3832474,K00806.04,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,381.850599,6.52E-03,-6.52E-03,296.4969,1.13E-02,-1.13E-02,0.4148,0.052,-0.4147,4.772,0.337,-0.337,1.70E+03,1.55E+02,-1.55E+02,3.59,3.80E-01,-1.40E-01,222,,,0.58,0.18,-0.09,13.8,,,5485,99,-112,4.556,0.014,-0.094,0.867,0.092,-0.034,285.28363,38.947281,15.403
12004971,K03194.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,1,0,0,10.81315417,3.98E-05,-3.98E-05,131.65931,2.87E-03,-2.87E-03,0.804,0.043,-0.56,1.275,0.107,-0.107,8.03E+01,6.50E+00,-6.50E+00,1.46,2.60E-01,-1.60E-01,1045,,,281.84,139.24,-76.92,16.6,1,q1_q17_dr25_tce,6380,113,-151,4.24,0.066,-0.123,1.46,0.263,-0.154,286.62854,50.471272,11.487
3644602,K04479.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1,359.08368,1.66E-02,-1.66E-02,415.3834,3.37E-02,-3.37E-02,1.262,6.63,-0.078,15.67,1.7,-1.7,6.19E+02,6.75E+01,-6.75E+01,29.15,9.06E+00,-3.04E+00,268,,,1.23,1.13,-0.38,10.8,1,q1_q17_dr25_tce,6256,176,-220,4.493,0.054,-0.202,0.932,0.29,-0.097,291.18927,38.731159,15.145
10467714,K04480.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,58.7488629,4.99E-04,-4.99E-04,172.65025,6.87E-03,-6.87E-03,0.186,0.271,-0.186,3.191,0.172,-0.172,4.74E+02,3.81E+01,-3.81E+01,1.75,3.30E-01,-2.30E-01,425,,,7.7,4.57,-2.43,13.6,1,q1_q17_dr25_tce,5574,166,-150,4.505,0.104,-0.127,0.805,0.153,-0.102,290.77655,47.64843,14.122
11912941,K04481.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,3.74784374,4.21E-05,-4.21E-05,134.19157,9.21E-03,-9.21E-03,0.093,0.373,-0.093,3.658,0.262,-0.262,1.17E+02,1.09E+01,-1.09E+01,1.08,3.20E-01,-1.30E-01,1226,,,534.57,469.74,-174.27,12.8,1,q1_q17_dr25_tce,6122,171,-214,4.471,0.05,-0.2,0.996,0.296,-0.118,290.97906,50.258148,15.13
